Date(YYYY-MM-DD hh:mm:ss),Username,Country Code,Tweet Id,Original Tweet,Cleaned Tweet,Tweet URL,Sentiment Score(-1 <= x <= 1)
2020-10-07 07:59:53,Mary40791091,None,1313750882228592646,"@tappy1008 @jonswaine Journalism isn’t “dead &amp; gone.”
Read this.

https://t.co/AF90CRz7yH

#Scumbag",Journalism isn t dead amp gone Read this Scumbag,https://twitter.com/Mary40791091/status/1313750882228592646,-0.2
2020-10-07 07:59:53,MosesEssien16,None,1313750882329206784,@pianonanny @Liberty_58 @marklevinshow Kamala Harris can settle for anything just to survive. African Americans especially Black women whom Biden openly mocked by denying them VP pick will never forgive Biden's hypocrisy as they Vote massively for Trump in November.,58 Kamala Harris can settle for anything just to survive African Americans especially Black women whom Biden openly mocked by denying them VP pick will never forgive Biden s hypocrisy as they Vote massively for Trump in November,https://twitter.com/MosesEssien16/status/1313750882329206784,-0.08333333333333333
2020-10-07 07:59:53,sam_raygoza,None,1313750883641880577,@raye_wooten @Franklin_Graham You’re so so wrong. Trump is Satan,wooten Graham You re so so wrong Trump is Satan,https://twitter.com/sam_raygoza/status/1313750883641880577,-0.5
2020-10-07 07:59:54,magrim123,None,1313750885227474945,@69thecraftychef Do you really think Trump cares?,Do you really think Trump cares,https://twitter.com/magrim123/status/1313750885227474945,0.2
2020-10-07 07:59:54,TheSpaniard14,None,1313750885802086411,"@TeamYouTube @amazingatheist ""Trump has Covid."" 

Do you have a second grade reading level? How could that be an ambiguous statement to anyone with more than one brain cell? It's not a scam, genius, I'd take it's a video about someone going over Trump's widly discussed Covid-19 infection. Jfc.",Trump has Covid Do you have a second grade reading level How could that be an ambiguous statement to anyone with more than one brain cell It s not a scam genius I d take it s a video about someone going over Trump s widly discussed Covid 19 infection Jfc,https://twitter.com/TheSpaniard14/status/1313750885802086411,0.25
2020-10-07 07:59:54,halfeatenmind,None,1313750886410264576,"Trump ending stimulus talks could hurt millions of unemployed Americans, set back economy - Business Insider - Business Insider https://t.co/idyh2znhL4",Trump ending stimulus talks could hurt millions of unemployed Americans set back economy Business Insider Business Insider,https://twitter.com/halfeatenmind/status/1313750886410264576,0.0
2020-10-07 07:59:54,orangeorchards,None,1313750887819550720,THANKS BUT NO THANKS!  YOU CAN'T BY US!,THANKS BUT NO THANKS YOU CAN T BY US,https://twitter.com/orangeorchards/status/1313750887819550720,0.05
2020-10-07 07:59:54,KellieaRamirez,us,1313750887941189632,"@angie8675309 Like cursing then I'd better give you a heads up not to read my tweets to trump. I just can't help it, he is the only reason I joined Twitter. I needed to tell him how wrong he is and how narcissistic he is. I read Mary trump's book in 1 note and it was fascinating! Explains all.",Like cursing then I d better give you a heads up not to read my tweets to trump I just can t help it he is the only reason I joined Twitter I needed to tell him how wrong he is and how narcissistic he is I read Mary trump s book in 1 note and it was fascinating Explains all,https://twitter.com/KellieaRamirez/status/1313750887941189632,0.175
2020-10-07 07:59:54,RoseRed1791,us,1313750889358716928,I think Trump tossed them in the trash with the mask...,I think Trump tossed them in the trash with the mask,https://twitter.com/RoseRed1791/status/1313750889358716928,0.0
2020-10-07 07:59:54,MichellePecora5,None,1313750889316917249,@GiannoCaldwell @HerschelWalker The leftist are the cruelest people. Sorry you can’t have the freedom to vote conservative without being harassed. Trump🇺🇸,The leftist are the cruelest people Sorry you can t have the freedom to vote conservative without being harassed Trump,https://twitter.com/MichellePecora5/status/1313750889316917249,-0.275
2020-10-07 07:59:55,halfeatenmind,None,1313750889488883712,Trump says he will back specific relief measures hours after halting talks | TheHill - The Hill https://t.co/Bo19vDbiW0,Trump says he will back specific relief measures hours after halting talks TheHill The Hill,https://twitter.com/halfeatenmind/status/1313750889488883712,0.0
2020-10-07 07:59:55,Barrow138,None,1313750889564450816,UMass prof shuts down conservative student after comparing Trump to Hitl... https://t.co/GtIPLvkrl5,UMass prof shuts down conservative student after comparing Trump to Hitl,https://twitter.com/Barrow138/status/1313750889564450816,-0.1555555555555556
2020-10-07 07:59:55,DanglerDingle,us,1313750891086974976,@piersmorgan @SethMacFarlane Trump is a virus,Trump is a virus,https://twitter.com/DanglerDingle/status/1313750891086974976,0.0
2020-10-07 07:59:55,sparks_randi,us,1313750892294926342,So sorry to hear you are I'll.  I hope they get you all fixed up.,So sorry to hear you are I ll I hope they get you all fixed up,https://twitter.com/sparks_randi/status/1313750892294926342,-0.2
2020-10-07 07:59:55,ElHenderz,None,1313750893297270784,@ProjectLincoln Always Trump First. https://t.co/039OZuxih6,Always Trump First,https://twitter.com/ElHenderz/status/1313750893297270784,0.25
2020-10-07 07:59:55,AlviaAslam,None,1313750893485981697,@ambkcsingh Gobi ji bought himself a 8400 cr plane becoz trump has that plane. And trump is his tu tadak yaar. So they ought to travel in the similar plane. After all america and india are so much similar on economic parameter. Duhhh,Gobi ji bought himself a 8400 cr plane becoz trump has that plane And trump is his tu tadak yaar So they ought to travel in the similar plane After all america and india are so much similar on economic parameter Duhhh,https://twitter.com/AlviaAslam/status/1313750893485981697,-0.075
2020-10-07 07:59:56,tfalesjr,None,1313750893662216199,Guarding everything that has happened for 25 years dirty water dirty air dirty Trump,Guarding everything that has happened for 25 years dirty water dirty air dirty Trump,https://twitter.com/tfalesjr/status/1313750893662216199,-0.6
2020-10-07 18:51:57,Ilovemyamerica2,None,1313914981784592384,He’s probably going to start a nuclear war just to divert his prejudiced problems... Trump is a sick dog out of control... https://t.co/awH1WfD4Cr,He s probably going to start a nuclear war just to divert his prejudiced problems Trump is a sick dog out of control,https://twitter.com/Ilovemyamerica2/status/1313914981784592384,-0.7142857142857143
2020-10-07 18:51:57,_jlonie,us,1313914982770376704,"Does anyone have eyes on Trump, Barr or Christie?

#SuperSpreader #COVIDIOT",Does anyone have eyes on Trump Barr or Christie SuperSpreader COVIDIOT,https://twitter.com/_jlonie/status/1313914982770376704,0.0
2020-10-07 18:51:57,carliiiflower,None,1313914982892023808,Trump has done nothing for us this entire pandemic and I hope y’all aren’t gonna let him hold this $1200 stimulus over your heads for a mf vote.. y’all better not. Fuck him.,Trump has done nothing for us this entire pandemic and I hope y all aren t gonna let him hold this 1200 stimulus over your heads for a mf vote y all better not Fuck him,https://twitter.com/carliiiflower/status/1313914982892023808,0.2333333333333333
2020-10-07 18:51:57,NadiaRain_,us,1313914983126904833,#MarshaBlackburn is a racist,MarshaBlackburn is a racist,https://twitter.com/NadiaRain_/status/1313914983126904833,0.0
2020-10-07 18:51:58,SonOfDaProphets,cz,1313914983181422592,Shame a lot of folks those see through the games both of these parties playing.,Shame a lot of folks those see through the games both of these parties playing,https://twitter.com/SonOfDaProphets/status/1313914983181422592,0.0
2020-10-07 18:51:58,LFighter1776,None,1313914983290413057,@CottoGottfried Garbage polls in 2016 as proven are the same garbage polls in 2020 to be proven. Vote Trump Nov. 3rd.,Garbage polls in 2016 as proven are the same garbage polls in 2020 to be proven Vote Trump Nov 3rd,https://twitter.com/LFighter1776/status/1313914983290413057,0.0
2020-10-07 18:51:58,EYENAANDREW,ug,1313914983273705473,@ABC Hollywood will make a great movie of the Trump era.,Hollywood will make a great movie of the Trump era,https://twitter.com/EYENAANDREW/status/1313914983273705473,0.8
2020-10-07 18:51:58,n_sudz,us,1313914983307149313,@thelateinnings @BipolarBearDick Is that a picture of trump scientist diligently working away?!?,Is that a picture of trump scientist diligently working away,https://twitter.com/n_sudz/status/1313914983307149313,0.0
2020-10-07 18:51:58,LucyStone1949,None,1313914983424512000,So lazy!!,So lazy,https://twitter.com/LucyStone1949/status/1313914983424512000,-0.25
2020-10-07 18:51:58,mosesmosle,None,1313914983462236166,"@realDonaldTrump Nobody is undecided. You either want things to get better, or they’re edge lords voting for the delusional tweaker currently infected with the Trump virus",Nobody is undecided You either want things to get better or they re edge lords voting for the delusional tweaker currently infected with the Trump virus,https://twitter.com/mosesmosle/status/1313914983462236166,0.25
2020-10-07 18:51:58,madhatterpatri1,mx,1313914983416242176,@SteveSchmidtSES @realDonaldTrump @ProjectLincoln @TheRickWilson @stuartpstevens @reedgalen RINO with TDS. You couldn’t even win with a POW largely heralded a Hero and an Uberhot running mate!!!!  AND YOU let the MSM smear Palin. Invertebrate and establishment GOPs like you enabled the current chaos that Trump Republicans with guts will end. You’re welcome.,RINO with TDS You couldn t even win with a POW largely heralded a Hero and an Uberhot running mate AND YOU let the MSM smear Palin Invertebrate and establishment GOPs like you enabled the current chaos that Trump Republicans with guts will end You re welcome,https://twitter.com/madhatterpatri1/status/1313914983416242176,0.45357142857142857
2020-10-07 18:51:58,wglaaber,ca,1313914983542067201,@dpiedmont @paulsperry_ Because its a made up lie by Trump who is losing badly,Because its a made up lie by Trump who is losing badly,https://twitter.com/wglaaber/status/1313914983542067201,-0.6999999999999998
2020-10-07 18:51:58,slimjimroberts1,None,1313914984154497025,"#WeNeedHealthcareToo 

Trump got the virus, because he was careless, knowing he would be taken care of! Not so, for us mere mortals. I'm old &amp; try very hard to be aware of my health, eat a well balanced diet &amp; exercise! May all reading this, stay healthy &amp; free of the virus!",WeNeedHealthcareToo Trump got the virus because he was careless knowing he would be taken care of Not so for us mere mortals I m old amp try very hard to be aware of my health eat a well balanced diet amp exercise May all reading this stay healthy amp free of the virus,https://twitter.com/slimjimroberts1/status/1313914984154497025,-0.018452380952380967
2020-10-07 18:51:58,dorianp626,None,1313914984389177344,"@greta Hi @greta.

NOW 🔴 DO 🔴 TRUMP‼️‼️‼️ https://t.co/aGroPG4s7r",Hi NOW DO TRUMP,https://twitter.com/dorianp626/status/1313914984389177344,0.0
2020-10-07 18:51:58,TrixieTuffChick,us,1313914984175472640,"Took my mom to vote early! If you can, do. Trump and the Republican leadership will do everything they can to discount your vote.  
Don’t let them! https://t.co/5IM2e6D82I",Took my mom to vote early If you can do Trump and the Republican leadership will do everything they can to discount your vote Don t let them,https://twitter.com/TrixieTuffChick/status/1313914984175472640,0.1
2020-10-07 18:51:58,moremoneyguru,us,1313914985878360064,"@apollotradingsd I would imagine most trump supporters will welcome this kinda headline --- lure the opposition into staying home, thinking they have it in the bag, just like in 2016.

maybe?  idk",I would imagine most trump supporters will welcome this kinda headline lure the opposition into staying home thinking they have it in the bag just like in 2016 maybe idk,https://twitter.com/moremoneyguru/status/1313914985878360064,0.65
2020-10-07 18:51:58,DanielleCandela,None,1313914985878376448,"@realDonaldTrump Trump’s poll numbers are terrible. He has been raged tweeting about stupid shit for two day, why? Because he has no record to run on, he has nothing to brag about his first term and no vision for the 2nd term. Staying out of prison is not a platform. 4 years of nothing!",Trump s poll numbers are terrible He has been raged tweeting about stupid shit for two day why Because he has no record to run on he has nothing to brag about his first term and no vision for the 2nd term Staying out of prison is not a platform 4 years of nothing,https://twitter.com/DanielleCandela/status/1313914985878376448,-0.35
2020-10-07 18:51:58,LeighCupstid,None,1313914986218098690,@Savingworld88 PRESIDENT DONALD JOHN TRUMP IS AMERICA’S GREATEST CHAMPION🇺🇸,PRESIDENT DONALD JOHN TRUMP IS AMERICA S GREATEST CHAMPION,https://twitter.com/LeighCupstid/status/1313914986218098690,1.0
2020-10-07 18:51:58,DebraDaingerfi1,None,1313914986280837120,This little Fuck is pathetic,This little Fuck is pathetic,https://twitter.com/DebraDaingerfi1/status/1313914986280837120,-0.5291666666666667
2020-10-07 18:51:58,McKinnonLit,None,1313914986855632896,Necessary piece by ⁦@thrasherxy⁩  https://t.co/X2x7oPlmVn,Necessary piece by,https://twitter.com/McKinnonLit/status/1313914986855632896,0.0
2020-10-07 18:51:58,steven_baltes,us,1313914986910019584,"@GloriaChecchi You are so right. We would have the UN patrolling our streets and oppression would staggering.
 My issue is that , given a Trump win, in 4 years we are going to fold because there is no one as able as he is to take over and keep things going.
 The republican party is split.",You are so right We would have the UN patrolling our streets and oppression would staggering My issue is that given a Trump win in 4 years we are going to fold because there is no one as able as he is to take over and keep things going The republican party is split,https://twitter.com/steven_baltes/status/1313914986910019584,0.5285714285714286
2020-10-07 18:51:58,DecodnLyfe,ar,1313914986348130307,A lot of REPUBLICANS are ditching saving Trump but choosing to save the VERY IMPORTANT Senate instead. DONT LET THEM! Vote!! Especially you GEORGIA! Get the vile Kelly Loeffler OUT and Reverend Warnock IN!! #VOTE https://t.co/mJafm56cNJ,A lot of REPUBLICANS are ditching saving Trump but choosing to save the VERY IMPORTANT Senate instead DONT LET THEM Vote Especially you GEORGIA Get the vile Kelly Loeffler OUT and Reverend Warnock IN VOTE,https://twitter.com/DecodnLyfe/status/1313914986348130307,0.26
2020-10-07 18:51:58,quant_data,bo,1313914987186978818,"Trump Will Soon Speak With The American People, According To An Aide

Related Tickers: $SPY",Trump Will Soon Speak With The American People According To An Aide Related Tickers SPY,https://twitter.com/quant_data/status/1313914987186978818,0.0
2020-10-07 18:51:59,WesFly1,None,1313914987430076416,"Keith Olbermann Quits ESPN to Bring ‘Flamethrower‘ to Trump on Political YouTube Show https://t.co/vzkLR8lsfe via @BreitbartNews  Keith who?  Oh, is he the one who graduated from that cow college?",Keith Olbermann Quits ESPN to Bring Flamethrower to Trump on Political YouTube Show via Keith who Oh is he the one who graduated from that cow college,https://twitter.com/WesFly1/status/1313914987430076416,-0.06666666666666667
2020-10-07 18:51:59,BackBackBay,us,1313914987807756290,"@realDonaldTrump yeah south america donald ""pinochet"" trump",yeah south america donald pinochet trump,https://twitter.com/BackBackBay/status/1313914987807756290,0.0
2020-10-07 18:51:59,vtgenius88,None,1313914987987910656,@laurenboebert Unlikely she’ll answer “any” questions’ but tell us 101 reasons on why she hates Trump!,Unlikely she ll answer any questions but tell us 101 reasons on why she hates Trump,https://twitter.com/vtgenius88/status/1313914987987910656,-0.5
2020-10-07 18:51:59,shepherd0581,None,1313914990101921793,"@HKrassenstein @realDonaldTrump Mrs. KRASS STONE, why do most German-AshkeNAZI-Jews hate Trump and vote Democrat???",Mrs KRASS STONE why do most German AshkeNAZI Jews hate Trump and vote Democrat,https://twitter.com/shepherd0581/status/1313914990101921793,-0.10000000000000002
2020-10-07 18:51:59,Christy80606260,None,1313914990366253056,@StephRomic @Char4Trump @MysteriousRaul @JosephWulfsohn No way is that little blonde girl ivanka trump.,No way is that little blonde girl ivanka trump,https://twitter.com/Christy80606260/status/1313914990366253056,-0.09375
2020-10-07 18:51:59,CaptainApple13,None,1313914990282276864,"@LarrySabato Where have I seen this before? Oh yeah...

https://t.co/v0xAI2TJg3",Where have I seen this before Oh yeah,https://twitter.com/CaptainApple13/status/1313914990282276864,0.0
2020-10-07 18:51:59,banning_3,None,1313914990462726148,This is why I Gotta vote trump,This is why I Gotta vote trump,https://twitter.com/banning_3/status/1313914990462726148,0.0
2020-10-07 18:51:59,JWB_uwui,None,1313914990479409152,"@timdud @MajSchroeder @MrJonCryer Yep. Donald Trump is America.  America is Donald Trump. He's going to win 45 states.  I'm glad I live in one of them, because those others ain't getting nuthin' from the feds.  #FirstFamilyForever",Yep Donald Trump is America America is Donald Trump He s going to win 45 states I m glad I live in one of them because those others ain t getting nuthin from the feds FirstFamilyForever,https://twitter.com/JWB_uwui/status/1313914990479409152,0.4787878787878788
2020-10-07 18:51:59,krum_khan,None,1313914990680838144,@elonmusk @SamTalksTesla @SpaceX Didn't Trump order 2025 plans to be made?,Didn t Trump order 2025 plans to be made,https://twitter.com/krum_khan/status/1313914990680838144,0.0
2020-10-07 18:51:59,NotyNots,us,1313914990672347138,"The deal with trump putting off the negotiations for a stimulus package to help the PEOPLE who need it the most should show all Americans just where you stand in his circle... Face it unless you have millions you mean nothing to trump, he plain and simply does not care about you",The deal with trump putting off the negotiations for a stimulus package to help the PEOPLE who need it the most should show all Americans just where you stand in his circle Face it unless you have millions you mean nothing to trump he plain and simply does not care about you,https://twitter.com/NotyNots/status/1313914990672347138,-0.0066964285714285685
2020-10-07 18:51:59,Tampke,us,1313914990815055875,"@RCalh @FrankTompkins1 @badjin_rank @FrancaRose33 @kittyst0mper @johnralloa @Destrier15 @extremecompute @photoartist9 @MaryGulag @garner_forest @JSquirlington @CNN @nbc @nytimes Chris Wallace asked him that shit in the 2016 debate

And trump condemned it right there",rank forest Chris Wallace asked him that shit in the 2016 debate And trump condemned it right there,https://twitter.com/Tampke/status/1313914990815055875,-0.2380952380952381
2020-10-07 18:51:59,JM03252354,None,1313914990873792517,@AriMelber Anything but the stuff they are pumping into Trump!,Anything but the stuff they are pumping into Trump,https://twitter.com/JM03252354/status/1313914990873792517,0.0
2020-10-07 18:51:59,TaliesinTallyho,ba,1313914990831697920,"@kenbone18 You sound like Trump; when people like Putin are nice to him, he gives them what they want; when decent but concerned people call him out, he shits on them. Interesting, huh? #VoteBlueToEndThisNightmare",You sound like Trump when people like Putin are nice to him he gives them what they want when decent but concerned people call him out he shits on them Interesting huh VoteBlueToEndThisNightmare,https://twitter.com/TaliesinTallyho/status/1313914990831697920,0.4166666666666667
2020-10-07 18:51:59,thatxxv,us,1313914990852796419,@IndigoSvn @theemilli @queen_Td7 @Ace_Brav @Jasonslyric___ trump says the same shit and then does harmful things. anyone can say anything.,Td7 Brav trump says the same shit and then does harmful things anyone can say anything,https://twitter.com/thatxxv/status/1313914990852796419,-0.1
2020-10-07 18:51:59,mimbasinger,None,1313914990869581825,@RevChuckCurrie @JoeBiden @joshuadubois @Nelba_MG @Faith2020US @johnlundin @RevJenButler @sr_simone @SusanWTurnbull @DerrickHarkins @joelockhart @RabbiJill I am a Christian who voted against Trump in 2016 and this year I am happy to be voting for @JoeBiden and @KamalaHarris! #BidenHarris2020,MG simone I am a Christian who voted against Trump in 2016 and this year I am happy to be voting for and BidenHarris2020,https://twitter.com/mimbasinger/status/1313914990869581825,0.4
2020-10-07 18:51:59,Gracie73251642,None,1313914991263854592,@WarPigg62 @pmcagney @dougbusch @BarackObama @JoeBiden You said that right most of us republicans states are out here working every day and the democrat states are setting at home because they want open up Then they want to blame Trump they blame Trump for everything,You said that right most of us republicans states are out here working every day and the democrat states are setting at home because they want open up Then they want to blame Trump they blame Trump for everything,https://twitter.com/Gracie73251642/status/1313914991263854592,0.2619047619047619
2020-10-07 18:51:59,Jose_Aguila03,None,1313914991477575681,Him and ALL trump supporters are certified clowns,Him and ALL trump supporters are certified clowns,https://twitter.com/Jose_Aguila03/status/1313914991477575681,0.0
2020-10-07 18:52:00,ppbenson,None,1313914994359259137,@realDonaldTrump No more forest fires?? It’s Smokey the Trump!!,No more forest fires It s Smokey the Trump,https://twitter.com/ppbenson/status/1313914994359259137,-0.25
2020-10-07 18:52:00,pattracy2,us,1313914994447265794,"@JoeBrunoWSOC9 Just as soon as Ivana, Marla and Melania tell Trump to drop out of the race.",Just as soon as Ivana Marla and Melania tell Trump to drop out of the race,https://twitter.com/pattracy2/status/1313914994447265794,0.0
2020-10-07 18:52:00,guinwhite,us,1313914994707267584,Trump administration will open 1000+ year-old  Chaco Canyon to oil and gas drilling https://t.co/en37WdXdno,Trump administration will open 1000 year old Chaco Canyon to oil and gas drilling,https://twitter.com/guinwhite/status/1313914994707267584,0.05
2020-10-07 18:52:00,Bluefreak92,us,1313914994921267203,"We all deserve quality health care. But, amidst a raging pandemic &amp; economic crisis, Trump &amp; the GOP are focusing on their SCOTUS power grab so that they can gut the ACA and take away our health care. We have the power to stop them. #WeNeedHealthcareToo

https://t.co/jQWrhUnHps",We all deserve quality health care But amidst a raging pandemic amp economic crisis Trump amp the GOP are focusing on their SCOTUS power grab so that they can gut the ACA and take away our health care We have the power to stop them WeNeedHealthcareToo,https://twitter.com/Bluefreak92/status/1313914994921267203,0.2
2020-10-07 18:52:00,KristenM777,us,1313914995579600896,@realDonaldTrump Trump is trying to avoid prison. https://t.co/i0BqrP1Kuu,Trump is trying to avoid prison,https://twitter.com/KristenM777/status/1313914995579600896,0.0
2020-10-07 18:52:00,5gentexan,us,1313914995659419652,"@dangainor polls are trash.  They are propaganda.  I was texted by Biden's campaign and after I made clear that I was voting for Trump, they thanked me but said my answers weren't acceptable for that poll.",polls are trash They are propaganda I was texted by Biden s campaign and after I made clear that I was voting for Trump they thanked me but said my answers weren t acceptable for that poll,https://twitter.com/5gentexan/status/1313914995659419652,6.938893903907228e-18
2020-10-07 18:52:00,court_woodards,us,1313914995428782081,@Wyatt_Schmidt15 @DgGuillory @ProphetDN @bbylayaaa Democratic cities have consistently asked Trump not to interfere with any civil unrest matters. Don't make stuff up to prove a non-existent point.,Schmidt15 Democratic cities have consistently asked Trump not to interfere with any civil unrest matters Don t make stuff up to prove a non existent point,https://twitter.com/court_woodards/status/1313914995428782081,0.25
2020-10-07 18:52:01,niightingale15,None,1313914996066316290,Trump really spread Covid to 24 people and counting. Y’all... y’all. I cannot.,Trump really spread Covid to 24 people and counting Y all y all I cannot,https://twitter.com/niightingale15/status/1313914996066316290,0.2
2020-10-07 18:52:01,photos_floues,None,1313914995994955787,"« California Congressman Jared Huffman cited two tweets with contradictory messages (...) Huffman concluded that “Trump is not well. And there is no one around him who is able to question him at this point. I am genuinely worried.” »

https://t.co/fiF2eVdmly",California Congressman Jared Huffman cited two tweets with contradictory messages Huffman concluded that Trump is not well And there is no one around him who is able to question him at this point I am genuinely worried,https://twitter.com/photos_floues/status/1313914995994955787,0.45
2020-10-07 18:52:01,viktordevonne,ca,1313914996120723456,"this should be instant recall, ""Thursday of course,"" ""3pm on Sunday.""  any answer otherwise means he wasn't tested in recent enough memory.  ""a bunch of records."" fuck you.",this should be instant recall Thursday of course 3pm on Sunday any answer otherwise means he wasn t tested in recent enough memory a bunch of records fuck you,https://twitter.com/viktordevonne/status/1313914996120723456,-0.1
2020-10-07 18:52:01,yaya28989,None,1313914998515658752,"@RepMattGaetz @BarackObama @JoeBiden @HillaryClinton Shouldn’t you be packing for Parent’s Weekend at Nestor’s school or going to give Trump, your one true love, a foot massage? Stop spewing garbage.",Shouldn t you be packing for Parent s Weekend at Nestor s school or going to give Trump your one true love a foot massage Stop spewing garbage,https://twitter.com/yaya28989/status/1313914998515658752,0.425
2020-10-07 18:52:01,teresahillbooks,us,1313914999170043907,"Hmm. Apparently, Trump is encouraging his supporters to vote by mail!

That's right.

I guess when his supporters do it, it's not full of cheating &amp; election stealing.",Hmm Apparently Trump is encouraging his supporters to vote by mail That s right I guess when his supporters do it it s not full of cheating amp election stealing,https://twitter.com/teresahillbooks/status/1313914999170043907,0.05357142857142857
2020-10-07 18:52:01,naima,None,1313914999841132544,"We had a whole show planned out for this week and that alllll went out the window at 1am on Friday morning!!
WATCH or listen (you should watch), and mine and @carronJphillips' twitter doors are open.",We had a whole show planned out for this week and that alllll went out the window at 1am on Friday morning WATCH or listen you should watch and mine and twitter doors are open,https://twitter.com/naima/status/1313914999841132544,0.1
2020-10-07 18:52:02,honeycombsofwar,us,1313915000017358850,PRESIDENT Trump I believe is keeping very close taps on Michigan,PRESIDENT Trump I believe is keeping very close taps on Michigan,https://twitter.com/honeycombsofwar/status/1313915000017358850,0.2
2020-10-07 18:52:02,ourroseylife,us,1313915000327675910,"@gtconway3d @jaketapper No one has a spine when it comes to Trump.  No one tells him ""NO!""",No one has a spine when it comes to Trump No one tells him NO,https://twitter.com/ourroseylife/status/1313915000327675910,0.0
2020-10-07 18:52:02,cafenetamerica,None,1313915000738603008,Court rules Trump can’t block grand jury subpoena for his tax returns https://t.co/iwBUHVqqmp,Court rules Trump can t block grand jury subpoena for his tax returns,https://twitter.com/cafenetamerica/status/1313915000738603008,0.5
2020-10-07 18:52:02,RLatimer6,None,1313915002680614913,"@michael_muscato GOP Senators supported Trump who lied to America. 212,000 Americans are dead. VOTE THEM OUT.. Az it starts today 7 early voting sites are open https://t.co/OcVq4qLGId",muscato GOP Senators supported Trump who lied to America 212 000 Americans are dead VOTE THEM OUT Az it starts today 7 early voting sites are open,https://twitter.com/RLatimer6/status/1313915002680614913,-0.03333333333333333
2020-10-07 18:52:02,LiquidityL,us,1313915002819149824,U.S. stock futures turn higher after Trump appears to change course on stimulus https://t.co/x13TphfaZ1 #stockmarket #stocks #finance #news,U S stock futures turn higher after Trump appears to change course on stimulus stockmarket stocks finance news,https://twitter.com/LiquidityL/status/1313915002819149824,0.25
2020-10-07 18:52:02,greytfriend,None,1313915002957574144,@toledonews Healthcare: the lawsuit Trump/Pence brought to end ACA and the state of the “GOP plan” to replace it,Healthcare the lawsuit Trump Pence brought to end ACA and the state of the GOP plan to replace it,https://twitter.com/greytfriend/status/1313915002957574144,0.0
2020-10-07 18:52:02,d_teri1,None,1313915002802372612,Medical expert says Trump still has ‘a significant chance of dying’ after his doctor says president is feeling great #SmartNews ⁦@realDonaldTrump⁩  https://t.co/zOdvtcMSQW,Medical expert says Trump still has a significant chance of dying after his doctor says president is feeling great SmartNews,https://twitter.com/d_teri1/status/1313915002802372612,0.39166666666666666
2020-10-07 18:52:02,Repr00f,None,1313915003079098370,The trump admin let sex offenders go because it was too busy seperating babies from parents at the border. https://t.co/PsnMs41QiR,The trump admin let sex offenders go because it was too busy seperating babies from parents at the border,https://twitter.com/Repr00f/status/1313915003079098370,0.1
2020-10-07 18:52:02,News247WP_break,gb,1313915003775442946,#BREAKING: The Trump administration is exploring restrictions on China-based Tencent and billionaire Jack Ma’s Ant Group https://t.co/FPqommpyKT,BREAKING The Trump administration is exploring restrictions on China based Tencent and billionaire Jack Ma s Ant Group,https://twitter.com/News247WP_break/status/1313915003775442946,0.0
2020-10-07 18:52:02,jmedoom,us,1313915003997749249,@krystalball Like Donald Trump's going to leave office if he loses.,Like Donald Trump s going to leave office if he loses,https://twitter.com/jmedoom/status/1313915003997749249,-0.3
2020-10-07 18:52:03,DemsH8USA,us,1313915004496809989,"@donnabrazile Yes, so he can accurately tell millions of viewers that the Democrat Party is holding up relief for Americans because they want to inflict financial pain on the electorate, thinking aid would help President Trump. 
#Trump2020 #DemocratsAreFascists",Yes so he can accurately tell millions of viewers that the Democrat Party is holding up relief for Americans because they want to inflict financial pain on the electorate thinking aid would help President Trump Trump2020 DemocratsAreFascists,https://twitter.com/DemsH8USA/status/1313915004496809989,0.20000000000000004
2020-10-07 18:52:03,collipriest,us,1313915004811272192,Somethings up with Trump and it does not sound good.,Somethings up with Trump and it does not sound good,https://twitter.com/collipriest/status/1313915004811272192,0.24999999999999997
2020-10-07 18:52:03,ThePrincipled1,None,1313915006946140160,"@MattWalshBlog There are a lot of republicans that can’t stand Trump as a person. 

I am one of them.",There are a lot of republicans that can t stand Trump as a person I am one of them,https://twitter.com/ThePrincipled1/status/1313915006946140160,0.0
2020-10-07 18:52:03,Commons87100891,None,1313915006841483264,"IN THE OLD DAYS WHEN TROUBLE TIMES CAME ABOUT, IT WAS SAID, ""WHAT WOULD CHRIST DO!""

WOULD HE FOLLOW A LIAR?WOULD HE HARM CHILDREN?
WOULD HE SOW DIVISION?
WOULD HE SOW THE HATE OF STRANGERS?
WOULD HE SOW MURDERS?

NO, CHRIST WOULD NOT!

BUT THIS MAN TRUMP HAS!

COMMON SENSE",IN THE OLD DAYS WHEN TROUBLE TIMES CAME ABOUT IT WAS SAID WHAT WOULD CHRIST DO WOULD HE FOLLOW A LIAR WOULD HE HARM CHILDREN WOULD HE SOW DIVISION WOULD HE SOW THE HATE OF STRANGERS WOULD HE SOW MURDERS NO CHRIST WOULD NOT BUT THIS MAN TRUMP HAS COMMON SENSE,https://twitter.com/Commons87100891/status/1313915006841483264,-0.3
2020-10-07 18:52:03,CEOofLightning,None,1313915007172710401,@CEOofmac Donald trump would probably be dead before that and Biden don’t give a fuck he just like trump but in different party,Donald trump would probably be dead before that and Biden don t give a fuck he just like trump but in different party,https://twitter.com/CEOofLightning/status/1313915007172710401,-0.20000000000000004
2020-10-07 18:52:03,ernieschell,us,1313915007210598406,"How Trump Could Win Again, Even if He Loses https://t.co/HRgIKbOMQT",How Trump Could Win Again Even if He Loses,https://twitter.com/ernieschell/status/1313915007210598406,0.25
